# MAC address prefix -> vendor name, used by lsnet.
#
# Derived from Wireshark's "manuf" database
# (https://www.wireshark.org/download/automated/data/manuf), which Wireshark
# generates from the IEEE OUI registries (https://standards-oui.ieee.org/).
# Vendor names were shortened by scripts/update-oui.py.
#
# Wireshark: Copyright 1998 Gerald Combs <gerald@wireshark.org> and contributors.
# SPDX-License-Identifier: GPL-2.0-or-later
#
# Format: one assignment per line, HEXPREFIX, a tab, then the vendor name.
# HEXPREFIX is 6, 7 or 9 hex digits (24, 28 or 36-bit assignments).
000000	Officially Xerox but 0:0
90F9B7	Huawei
90FB5B	Avaya
90FB5D	Xiaomi Mobile Software
90FB93	Renesas Design US
90FBA6	Foxconn
90FC55	Hyve Solutions
90FD61	Apple
90FD73	zte
90FD9F	Silicon Laboratories
90FEE2	Isif
90FF79	Metro Ethernet Forum
90FFD6	Honor Device
940006	jinyoung
940070	Nokia
9400B0	Huawei
940149	AutoHotBox
94017D	Shlink.Co
9401AC	Wuhan Qianyang Iotian
9401C2	Samsung
940230	Logitech
94026B	Optictimes
94049C	Huawei
9404E3	Vantiva
9405B6	Liling FullRiver Electro
9405BB0	Qingdao Maotran
9405BB1	Kingtron
9405BB2	CXWE
9405BB3	Neutrik
9405BB4	Baolijie
9405BB5	Chengdu Zhongheng Networ
9405BB6	ZIGPOS
9405BB7	closip
9405BB8	iungo
9405BB9	Zimmer
9405BBA	SolarEdge
9405BBB	Austar Hearing Science A
9405BBC	Lao Industria Ltda
9405BBD	Sunthink S&T Development
9405BBE	BAE
940853	Liteon
9408C7	Huawei Device
940937	HUMAX
9409C9	Alpsalpine Co .Ltd
9409D3	maxtopic
940B19	Huawei
940B2D	NetView Technologies(She
940B83	zte
940BCD	Apple
940BD5	Himax
940BFA	EM Microelectronic
940C6D	TP-Link
940C98	Apple
940D2D	Universal
940D4B	Cisco
940E2A	NXP Semiconductors Taiwa
940E5F	Apple
940E6B	Huawei
940EE7	Huawei
940F3B	Askey Computer
94103E	Belkin
941042	Fanox Electronic S.L
94105A	Dell
9411DA	ITF Fröschl
941457	Sundray
94147A	vivo Mobile Communicatio
9415B2	Huawei Device
941625	Apple
941673	Point Core SARL
941700	Xiaomi
941724	Anhui Guoke Ruidian comm
941787	Nokia
941865	Netgear
941882	Hewlett Packard Enterpri
94193A	Elvaco
941C56	Actiontec
941D1C	TLab West
941DD4	Google
941F3A	Ambiq
941FA2	Wuhan YuXin Semiconducto
942053	Nokia
942157	Apple
942197	Stalmart
94224C	Qingdao Haier
94236E	Junlan
942453	Huawei
9424B8	Gree Electric Appliances
9424E1	Alcatel-Lucent Enterpris
942533	Huawei
94261D	Huawei
94270E	Intel
942770	BSH Hausgeräte
942790	TCT mobile
94282E	New H3C
94286F	zte
94290C	Shenyang wisdom Foundati
94292F	New H3C
942957	Airpo
94298D	AdaptComm
942A3F	Diversey
942A6F	Ubiquiti
942AD6	Texas Instruments
942B68	Apple
942CB3	HUMAX
942D3A	Prizor Viztech
942DDC	Samsung
942E17	Schneider Electric Canad
942E63	Finsécur
94319B	Alphatronics
9431CB	vivo Mobile Communicatio
943251	Askey Computer
9432C1	Honor Device
9433D8	Cisco
9433DD	Taco
94342F	Itel Mobile
943469	Silicon Laboratories
94350A	Samsung
943589	Huawei
94368B	GD Midea Air-Conditionin
9436E0	Sichuan Bihong Broadcast
9437F7	Huawei Device
9438AA	Technology Innovation In
94390E	Intel
9439E5	Foxconn
943A91	Amazon
943AF0	Nokia
943B22	Netgear
943B31	Arista
943BB0	New H3C
943BB1	Kaon
943C96	Sagemcom Broadband
943CC6	Espressif
943DC9	Asahi Net
943EE4	WiSA
943EFD0	Brooks Instrument
943EFD1	Chino-e Communication
943EFD2	Yunzhi Iot Technology Co
943EFD3	Bertin
943EFD4	Vantive Manufacturing Pt
943EFD5	AM General
943EFD6	Gigaopto
943EFD7	Cunyin Chengqi
943EFD8	LUIS
943EFD9	Lecoo
943EFDA	Gebr. Kemper GmbH +
943EFDB	Celltel Communication
943EFDC	Annapurna labs
943EFDD	KulpLights
943EFDE	Annapurna labs
943F0C	Genexis
943FBB	JSC RPC Istok named afte
943FC2	Hewlett Packard Enterpri
943FD6	Apple
9440A2	Anywave Communication
9440C9	Hewlett Packard Enterpri
9440F3	Huawei
9441C1	Mini-Cam
94434D	Ciena
944444	LG Innotek
944452	Belkin
944560	Google
944667	Cisco
944696	BaudTec
944788	Huawei
9447B0	Eswin Computing
9447EE	Fiberhome Telecommunicat
944996	WiSilica
9449F6	Huawei Device
944A09	BitWise Controls
944A0C	Sercomm
944BF8	Tozo
944E5B	Ubee Interactive
944F4C	Sound United
944FDB	Nokia
945044	Texas Instruments
945047	Rechnerbetriebsgruppe
945089	SimonsVoss
945103	Samsung
94513D	iSmart Alarm
9451BF	Hyundai ESG
9451DC	Espressif
945244	Samsung
945330	Foxconn
9453FF	Intel
945493	Rigado
9454A0	Fosilicon
9454C5	Espressif
9454CE	Oppo Mobile Telecommunic
9454DF	Yst
945641	Palo Alto
9457A5	Hewlett Packard
9458CB	Nintendo
945907	HITE-BELDEN Network
945915	Amazon
94592D	EKE Building
945AEA	Huawei
945AFC	Amazon
945B7E	Trilobit Ltda
945C9A	Apple
945DBF	Nokia Solutions and Netw
945F34	Renesas Electronics (Pen
946010	Huawei Device
9460D5	Hewlett Packard Enterpri
94611E	Wata
946124	Pason
946269	Commscope
94626D	Xiaomi
946372	vivo Mobile Communicatio
9463D1	Samsung
946424	Hewlett Packard Enterpri
946442	Celestica
94652D	OnePlus Technology (Shen
94659C	Intel
9466E7	WOM Engineering
94677E	Belden India Private
946A77	Vantiva
946A7C	OnePlus Technology (Shen
946AB0	Arcadyan
946C04	EM Microelectronic
946DAE	Mellanox
94706C	Quectel Wireless Solutio
9470D2	Winfirm
9471AC	TCT mobile
94720F	Nanguang Photo&Video
94742E	Mercusys
94756E	QinetiQ North
9476B7	Samsung
9476C3	FRITZ!
94772B	Huawei
947806	Ningbo Sunvot
947918	Itel Mobile
947AF4	Huawei
947BAE	Xiaomi
947BBE	Ubicquia
947BE7	Samsung
947C3E	Polewall Norge
947D77	Huawei
947EB9	National Narrowband Netw
947F1D	Fastrain
947FD8	Skyworth Digital
9481A4	Azuray
9482B2	GL Intelligence
9483C4	GL Technologies (Hong Ko
94857A	Evantage Industries
9486CD	Seoul Electronics&Teleco
9486D4	Surveillance Pro
94877C	Commscope
9487E0	Xiaomi
948815	Infinique Worldwide
948835	Crestron
948854	Texas Instruments
94885E	Surfilter Network
948978	Apple
948AC6	Realme Chongqing Mobile
948B03	EAGET Innovation and
948B93	Xiaomi
948BC1	Samsung
948CD7	Hui Zhou Gaoshengda
948D50	Beamex
948DEF	Oetiker Schweiz
948E6D	Nintendo
948E89	Industrias Unidas Sa De
948ED3	Arista
948FCF	Commscope
948FEE	Verizon Telematics
949010	Huawei
949034	Chuangwei-Rgb
94917F	Askey Computer
9492BC	Syntech(Hk)
9492D2	KCF
949386	SiACRRIER Industry Machi
949426	Apple
94944A	Particle Industries
9495A0	Google
94974F	Liteon
9497AE	Oppo Mobile Telecommunic
949869	zte
94988F	Sagemcom Broadband
9498A2	LISTEN TECH.LTD
949901	YITOA Digital Appliance
949990	VTC Telecommunications
949AA9	Microsoft
949B2C	Extreme
949BFD	Trans New
949C55	Alta Data
949CBE	Huawei
949D57	Panasonic do Brasil Limi
949F3E	Sonos
949F3F	Optek Digital
949F8B	zte
949FB4	ChengDu JiaFaAnTai
94A04E	Bostex
94A07D	Huawei Device
94A081	Silicon Laboratories
94A1A2	AMPAK
94A25D	Huawei
94A3CA	KonnectONE
94A408	Trolink
94A40C	Diehl Metering
94A4B5	Mitsubishi Electric
94A4CE	Sensear
94A4F9	Huawei
94A67E	Netgear
94A6D8	New H3C
94A748	New H3C
94A7B7	zte
94A7BC	BodyMedia
94A990	Espressif
94A9A8	Texas Instruments
94AA07	Nokia
94AA0A	Fiberhome Telecommunicat
94AAB8	Joview(Beijing)
94AB18	cellXica
94ABDE	OMX Technology - FZE
94ABFE	Nokia
94ACCA	trivum
94AD05	Huawei Device
94AD23	Apple
94AE61	Alcatel Lucent
94AEE3	Belden Hirschmann indust
94AEF0	Cisco
94B01F	Apple
94B10A	Samsung
94B216	Silicon Laboratories
94B271	Huawei
94B2CC	Pioneer
94B34F	Ruckus Wireless
94B3F7	Hui Zhou Gaoshengda
94B40F	Hewlett Packard Enterpri
94B43A	Samsung
94B555	Espressif
94B5AD	ERM
94B609	Intel
94B819	Nokia
94B86D	Intel
94B8C5	RuggedCom
94B97E	Espressif
94B9B4	Aptos
94BA06	Bilian Electronic Co.，Lt
94BA31	Visiontec da Amazônia Lt
94BA56	Coship
94BB43	AzureWave
94BBAE	Husqvarna
94BDBE	TPV Display Technology (
94BE09	China Mobile Group Devic
94BE36	Adopt Nettech Pvt
94BE46	Motorola (Wuhan) Mobilit
94BE50	Remote Solution
94BF1E	eflow Inc. / Smart Devic
94BF2D	Apple
94BF80	zte
94BF94	Juniper
94BF95	Coship
94BFC4	Ruckus Wireless
94C014	Sorter Sp. j. Konrad Grz
94C038	Tallac
94C150	2Wire
94C2BD	Tecnobit
94C2EF	Askey Computer
94C36B	DRD Automation
94C3E4	Atlas Copco IAS
94C4E9	PowerLayer Microsystems
94C5A6	Itel Mobile
94C691	EliteGroup Computer
94C6EB	NOVA
94C7A8	Jiangsu Huitong
94C7AF	Raylios
94C960	Zhongshan B&T technology
94C962	Teseq
94C9B70	Fairy Devices
94C9B71	C-Mer Rainsoptics
94C9B72	Annapurna labs
94C9B73	Sitronics JSC
94C9B74	Hengjie Communication Te
94C9B75	Anyunshiji
94C9B76	Realtimes Beijing
94C9B77	Mammothtek Cloud(Dong Gu
94C9B78	OSOM Products
94C9B79	Titanium union(shenzhen)
94C9B7A	Beide
94C9B7B	3D Biomedicine Science &
94C9B7C	Jinjin Technology (Shenz
94C9B7D	Dspread Technology (Beij
94C9B7E	UDD
94C9F3	Bouffalo Lab (Nanjing)
94CA0F	Honeywell Analytics
94CA9A	Paul Vahle GmbH &
94CBCD	zte
94CC040	Yongkong
94CC041	Gocoax
94CC042	Nanjing Yacer Communicat
94CC043	Link
94CC044	ProConnections
94CC045	Sanray
94CC046	Sam Nazarko
94CC047	Gowing Business And Cont
94CC048	CircuitWerkes
94CC049	ENTEC Electric &
94CC04A	hyBee
94CC04B	Shandong free optical
94CC04C	Shanxi Baixin Informatio
94CC04D	Hanzhuo Information Tech
94CC04E	SynchronicIT
94CCB9	Commscope
94CDAC	Creowave
94CDFD	eero
94CE0F	Huawei Device
94CE2C	Sony
94CE31	CTS
94CFB0	Huawei Device
94D00D	Huawei
94D019	Cydle
94D029	Oppo Mobile Telecommunic
94D075	CIS Crypto
94D299	Techmation
94D2BC	Huawei
94D331	Xiaomi
94D417	Gpi Korea
94D469	Cisco
94D505	Fiberhome Telecommunicat
94D54D	Huawei
94D60E	yunmao information
94D6DB	NexFi
94D723	DareGlobal
94D771	Samsung
94D859	TCT mobile
94D86B	nass magnet Hungária Kft
94D93C	Enelps
94D9B3	TP-Link
94DB49	Sitcorp
94DB56	Sony Home Entertainment&
94DBC9	AzureWave
94DBDA	Huawei
94DC4E	AEV spol. s r. o
94DD3F	A+V Link
94DDF8	Brother Industries
94DE0E	SmartOptics
94DE80	Giga-Byte
94DEB8	Silicon Laboratories
94DF34	Huawei
94DF4E	Wistron InfoComm(Kunshan
94DF58	IJ Electron
94E0D0	HealthStream Taiwan
94E0D6	China Dragon
94E129	Samsung
94E1AC	Hikvision Digital
94E226	D. ORtiz Consulting
94E23C	Intel
94E2FD	Boge Kompressoren OTTO B
94E300	Huawei
94E36D	Texas Instruments
94E3EE	zte
94E4BA	Huawei Device
94E686	Espressif
94E6BA	Samsung
94E6F7	Intel
94E70B	Intel
94E711	Xirka Dama Persada PT
94E7EA	Huawei
94E7F3	Huawei
94E848	Fylde Micro
94E8C5	Commscope
94E96A	Apple
94E979	Liteon
94E98C	Nokia
94E9EE	Huawei Device
94EA32	Apple
94EAE7	Lynq
94EAEA	Tellescom Industria E Co
94EB2C	Google
94EBCD	BlackBerry RTS
94EC13	Ezviz Software
94EC32	Silicon Laboratories
94EE9F	HMD Global
94EF49	BDR Thermea
94EF50	TP-Link
94EF97	Edgecore Americas Networ
94F128	Hewlett Packard Enterpri
94F19E	Huizhou Maorong Intellig
94F278	Elma
94F2BB	Valeo Vision
94F392	Fortinet
94F524	Chengdu BeiZhongWangXin
94F551	Cadi Scientific Pte
94F665	Ruckus Wireless
94F692	Geminico
94F6A3	Apple
94F6D6	Apple
94F6F2	Honor Device
94F717	Cig Shanghai
94F720	Tianjin Deviser Electron
94F7AD	Juniper
94F7BE	Sercomm Philippines
94F827	Imilab Technology Co.Ltd
94F929	Meta Platforms
94FAE8	Eycom
94FB29	Zebra
94FBA70	Reichert
94FBA71	Inaxsys Security
94FBA72	Leja
94FBA73	Guang Dong Takstar
94FBA74	Uoi
94FBA75	Cavity Eye
94FBA76	Sercomm
94FBA77	Anvil
94FBA78	Silver-I
94FBA79	Hyco Genyong
94FBA7A	Elkron
94FBA7B	Golden Star
94FBA7C	Solaborate
94FBA7D	Rosenberger
94FBA7E	Skyring Smart Technologi
94FBB2	Gongjin Electronics Co.
94FC87	Hirschmann Automation an
94FD1D	WhereWhen
94FD2E	Uniscope
94FE22	Huawei
94FE9D	Gongjin Electronics Co.
94FEF4	Sagemcom Broadband
94FF06	Hewlett Packard Enterpri
94FF34	Hanshow
94FF3C	Fortinet
94FF61	China Mobile Group Devic
94FF7D	AltoBeam
98006A	zte
980074	Raisecom
9800C1	CREATOR Technology Co. L
9800C6	Apple
9801A7	Apple
980284	Theobroma
9802D80	Stoerk-Tronic Stoerk Gmb
9802D81	Ateko Photoelectricity
9802D82	United Power Research
9802D83	Grammer EiA
9802D84	Zedi
9802D85	EBI
9802D86	Fritz Kuebler
9802D87	Ormazabal Protection&Aut
9802D88	Simplo
9802D89	Navroom Beijing China
9802D8A	HySecurity
9802D8B	Hanshin Medical
9802D8C	AGV
9802D8D	Promicon Elektronik GmbH
9802D8E	Private
9802D8F	Private
98038A	Texas Instruments
98038E	TP-Link
98039B	Mellanox
9803A0	ABB n.v. Power Quality P
9803CF	Bilian Electronic Co.，Lt
9803D8	Apple
98045F	Huawei Device
9806370	Zoleo
9806371	E. P. Schlumberger
9806372	Summa
9806373	Sanxin Network
9806374	Chengdu Shuwei Communica
9806375	Gs Global Security
9806376	Boeing Ssg
9806377	Samwontech
9806378	Y&D Electronics Informat
9806379	NAB co .LTD
980637A	Angora
980637B	Petersime
980637C	HwaCom
980637D	VR Technology(Shenzhen)
980637E	Jinnian information
98063A	Home Control Singapore P
98063C	Samsung
9806A3	Gsd Viet Nam
980709	Huawei Device
98072D	Texas Instruments
980802	Orbis
980818	AltoBeam
9809CF	OnePlus Technology (Shen
980A4B	Nokia Solutions and Netw
980C33	Silicon Laboratories
980C82	Samsung Electro Mechanic
980CA5	Motorola (Wuhan) Mobilit
980D2E	HTC
980D51	Huawei Device
980D67	Zyxel
980D6F	Samsung
980DAF	Apple
980E24	Phytium
980EE4	Private
981082	Nsolution
981094	Vsun communication
9810E8	Apple
9811CC	Ciena
981223	Tarmoc Network
9812B7	Karst.Ai
9812E0	Xiaomi
981333	zte
9814D2	Avonic
9816CD	leapio
9816EC	IC Intracom
98171A	Xiaomi Mobile Software
98173C	Private
9817F1	zte
981888	Cisco Meraki
98192C	Edgecore
981A35	Huawei
981BB5	ASSA ABLOY Korea Co. Ltd
981C42	Laiier
981CA2	Apple
981DAC	Cyviz
981DFA	Samsung
981E0F	Jeelan (Shanghai Jeelan
981E19	Sagemcom Broadband
981E89	Tianyi Telecom Terminals
981FB1	Lemon Network
982044	New H3C
98208E	Definium
98226E	Amazon
9822EF	Liteon
98234E	Micromedia
98247B	Huawei
98254A	TP-Link
98256E	Private
98262A	Applied Research Associa
9826AD	Quectel Wireless Solutio
9827820	Herofun Bio-Tech
9827821	INFODAS
9827822	Anhui Shengren
9827823	Danfoss Power Solutions
9827824	Dspread Technology (Beij
9827825	Wuzhou
9827826	Western Security Solutio
9827827	Kortek
9827828	CATS Power design
9827829	Wuxi GuoYiHaiJu
982782A	Nanjing BianYu Future Ho
982782B	RayTron
982782C	KRISTECH Krzysztof Kajst
982782D	Thorlabs
982782E	SureFlap
98288B	Dusun Electron
9828A6	Compal Information (Kuns
98291D	Jaguar de Mexico SA de C
98293F	Fujian Start Computer Eq
9829A6	Compal Information (Kuns
982A0A	Intelbras
982AC3	Silicon Laboratories
982AFD	Huawei
982BA6	Motorola Mobility LLC a
982CBC	Intel
982CBE	2Wire
982CC6	Sernet (Suzhou)
982D56	Resolution Audio
982D68	Samsung
982DBA	Fibergate
982F3C	Sichuan Changhong Electr
982F86	vivo Mobile Communicatio
982FF8	Huawei Device
983000	KEMACOM
983071	Daikyung Vascom
983268	Silicon Laboratories
98348C	Great Talent
98349D	Krauss Maffei
983571	Sub10
9835B8	Assembled Products
9835ED	Huawei
983713	PT.Navicom Indonesia
98387D	Itronic
983910	Kaon
98398E	Samsung
9839C0	Flextronics
983A1F	Google
983B16	AMPAK
983B67	DWnet Technologies(Suzho
983B8A	Sekisui Jushi CAP-AI Sys
983B8F	Intel
983C8C	Apple
983DAE	Espressif
983F60	Huawei
983F66	Funshion Online
983F9F	China SSJ (Suzhou) Netwo
983FA4	zte
983FE8	Samsung
9840BB	Dell
9840D4	Vantiva Connected Home -
98415C	Nintendo
984246	Sol Industry Pte
984265	Sagemcom Broadband
9842AB	GN Hearing A/S
9843DA	Intertech
9843FA	Intel
9844B6	Infranor
9844CE	Huawei
984562	Baud Data Communication
98460A	Apple
98473C	Sunmon Communication Tec
984744	Boomtech
984827	TP-Link
984874	Huawei
984914	WNC
984925	Juniper
98499F	Domo Tactical
9849E1	Boeing Defence Australia
984A47	CHG Hospital Beds
984A6B	Ruijie
984B06	Huawei
984B4A	Commscope
984BE1	Hewlett Packard
984C04	Zhangzhou Keneng Electri
984CD3	Mantis Deposition
984E8A	Samsung
984E97	Starlight Marketing (H.
984FEE	Intel
98502E	Apple
9850A3	Signaltek Jsc
9851FC	Huawei Device
985207	Huawei
98523D	Sunitec Enterprise
98524A	Vantiva
9852B1	Samsung
98535F	Huawei
98541B	Intel
9857D3	Hon Hai-Ccpbg Precision
98588A	SYSGRATION
985945	Texas Instruments
985949	Luxottica Group S.P.A
98597A	Intel
985A98	Huawei
985AEB	Apple
985B76	Vantiva Connected Home -
985BB0	Kmdata
985C93	SBG
985D46	PeopleNet Communication
985D82	Arista
985DAD	Texas Instruments
985E1B	ConversDigital
985F41	Intel
985F4F	Tongfang Computer
985FD3	Microsoft
986022	EMW
9860CA	Apple
986110	Huawei
986297	Techwinsemi
986610	zte
9866EA	Industrial Control
98672E	Skullcandy
98698A	Apple
986B3D	Commscope
986C5C	Jiangxi Gosun Guard Secu
986CF5	zte
986D350	MALATA Mobile Communicat
986D351	cositea
986D352	Fise Technology Holding
986D353	DH Mechatronic
986D354	blossom
986D355	Pdahl
986D356	Vitronic Dr.-Ing. Stein
986D357	Hanshow
986D358	3CAVI
986D359	Advanced Diagnostics
986D35A	iWave Japan
986D35B	Intech
986D35C	my-PV
986D35D	Praesideo
986D35E	Baycom Opto-Electronics
986DC8	Toshiba Mitsubishi-Elect
986EE80	Sbarco
986EE81	Pixsur Smart
986EE82	Ugreen
986EE83	ReeR
986EE84	Fujitsu component
986EE85	Auditoryworks
986EE86	Blair Companies
986EE87	Centro de Pesquisas Av W
986EE88	Sisgeo
986EE89	Span.IO
986EE8A	Logos Payment Solutions
986EE8B	Private
986EE8C	Sercomm
986EE8D	Changzhou Jiahao Radio&T
986EE8E	First Design System
986F60	Oppo Mobile Telecommunic
9870E8	Innatech Sdn Bhd
9873C4	Sage Electronic Engineer
98743D	Jun Kai Hengye
9874DA	Infinix mobility
98751A	Huawei Device
987552	Xiaomi
987596	EM Microelectronic
9876B6	Adafruit
987770	Pep Digital Technology (
9877CB	Vorteks ED
9877D5	WiZ
9877E7	Kaon
987800	TCT mobile
987A10	Ericsson
987A14	Microsoft
987A9B	TCL MOKA
987BF3	Texas Instruments
987DDD	China Mobile Group Devic
987E46	Emizon
987EB5	Huawei Device
987ECA	Inventus Power Eletronic
987EE3	vivo Mobile Communicatio
9880BB0	RYEEX
9880BB1	GreatWall Information
9880BB2	ECone
9880BB3	Annapurna labs
9880BB4	Ginto E-commerce
9880BB5	Melexis
9880BB6	Neusoft Reach Automotive
9880BB7	Guangdong-Hong Kong-Maca
9880BB8	Jyh Eng
9880BB9	Hebang
9880BBA	Shortcut
9880BBB	Hilo
9880BBC	Xin Kingbrand Enterprise
9880BBD	Wyebot
9880BBE	D.Med Technical Products
9880EE	Samsung
98818A	Huawei Device
988217	Disruptive
988389	Samsung
9884E3	Texas Instruments
98865D	Nokia Shanghai Bell
98868B	Juniper
9886B1	Flyaudio
988744	Wuxi Hongda Science and
98874C	Servercom (India) Privat
98876C	Huawei Device
9887CC	AltoBeam
98886C	Huawei Device
9888E0	Espressif
988924	Texas Instruments
9889ED	Anadem Information
988B0A	Hikvision Digital
988B5D	Sagemcom Broadband
988B69	hylitech
988BAD	Corintech
988CB3	Sichuan Tianyi Comheart
988D46	Intel
988E34	Boxsam
988E4A	Noxus(Beijing)
988E79	Qudelix
988ED4	Itel Mobile
988EDD	TE Connectivity Limerick
988F00	Hewlett Packard Enterpri
988FE00	Valinso
988FE01	Herystorm
988FE02	vhf elektronik
988FE03	Empowerment
988FE04	Schmid AG energy solutio
988FE05	KuaiZhu SmartTechnology?
988FE06	Huaqin
988FE07	China Huaxin Post and Te
988FE08	Changzhou Perceptime
988FE09	Nawon Machinery
988FE0A	Pavana Technologies JSC
988FE0B	Synst
988FE0C	Micro&Nano Perception Co
988FE0D	Vitalitim
988FE0E	CEL Terminus (Shanghai)
989080	Linkpower Network System
989096	Dell
9893CC	Lg
989449	Skyworth Wireless
9897CC	TP-Link
9897D1	MitraStar
9898FB	Google
989AB9	zte
989BCB	AVM Audiovisuelles Marke
989C57	Huawei
989D39	China Mobile Group Devic
989D40	Miwa Lock
989D5D	Vantiva
989DB2	GOIP Global Services Pvt
989DE5	Hikvision Digital
989E63	Apple
989E80	tonies
989E85	Honor Device
989F1A	Private
989F1E	Huawei
98A14A	Quectel Wireless Solutio
98A2C0	Cisco
98A316	Espressif
98A33C	Cultraview Digital
98A375	Huawei Device
98A404	Ericsson
98A40E	Snap
98A44E	IEC Technologies S. de R
98A5F9	Apple
98A7B0	Mcst Zao
98A829	AltoBeam
98A878	Agnigate Technologies Pr
98A92D	New H3C
98A942	Tozed Kangwei
98A965	AVM Audiovisuelles Marke
98AA3C	Will i-tech
98AAD7	Blue Wave Networking
98AAFC0	Dalian Eastern Display
98AAFC1	Surtec
98AAFC2	UniStrong Science &
98AAFC3	Nexus Electrical(Jiaxing
98AAFC4	Rpe "Radico"
98AAFC5	SPM Instrument
98AAFC6	Mekotronics
98AAFC7	Hubsan Technology Co.，LT
98AAFC8	Tiandi-Marco Electro-Hyd
98AAFC9	BEAM Authentic
98AAFCA	SENKO
98AAFCB	Resonant
98AAFCC	dots
98AAFCD	MCS Micronic Computer Sy
98AAFCE	Comarch
98AB15	Fujian Youyike
98ACEF	Realme Chongqing Mobile
98AD1D	Huawei Device
98AE71	VVDN Technologies Pvt
98AF65	Intel
98B039	Nokia
98B08B	Samsung
98B177	EYKON Solutions
98B379	Apple
98B3EF	Huawei Device
98B6E9	Nintendo
98B71E	Infinix mobility
98B785	10Gtek Transceivers
98B8BA	LG Electronics (Mobile C
98B8BC	Samsung
98B8E3	Apple
98BA39	Doro
98BA5F	TP-Link
98BB1E	BYD Precision Manufactur
98BB99	Phicomm (Sichuan)
98BC57	Sva Technologies Co.Ltd
98BC99	Edeltech
98BD80	Intel
98BE94	Ibm
98BEDC	Honor Device
98BFF4	MARKIN
98C08A	Huawei
98C0EB	Global Regency
98C377	Espressif
98C3D2	Ningbo Sanxing Medical E
98C5B3	New H3C
98C5DB	Ericsson
98C7A4	HS Fiber Communication E
98C81C	Baytec
98C845	PacketAccess
98C854	Chiun Mai Communication
98C8B8	vivo Mobile Communicatio
98C97C	iComm Semiconductor
98C9BE	SDMC
98CA20	SIMCOM
98CA33	Apple
98CB27	Galore Networks Pvt
98CB38	Boxin Communications Lim
98CBA4	Benchmark
98CC4D	mantunsci
98CCD9	SuperElectron
98CCE4	Mindray Animal Medical
98CCF3	Amazon
98CDAC	Espressif
98CDB4	Virident
98CF53	Bbk Educational
98CF7D	Apple
98D293	Google
98D331	Bolutek
98D3D2	MEKRA Lang GmbH &
98D3D7	Huawei
98D3E7	Netafim L
98D686	Chyi Lee industry
98D6BB	Apple
98D6F7	LG Electronics (Mobile C
98D742	Samsung
98D7E1	Cisco
98D863	High-Flying
98D88C	Nortel
98D93D	Demant Enterprise A/S
98DA92	Vuzix
98DAC4	TP-Link
98DCD9	UNITEC
98DD5B	Takumi Japan
98DD60	Apple
98DDEA	Infinix mobility
98DED0	TP-Link
98DF82	Hikvision Digital
98E081	Xiaomi Mobile Software
98E0D9	Apple
98E165	Accutome
98E255	Nintendo
98E301	Sundray
98E476	Zentan
98E55B	Intelbras
98E743	Dell
98E79A	Foxconn(NanJing) Communi
98E7D5	NXP Semiconductor (Tianj
98E7F4	Hewlett Packard
98E7F5	Huawei
98E848	Axiim
98E859	Apple
98E8FA	Nintendo
98EC65	Cosesy ApS
98ED5C	Tesla
98ED7E	eero
98EDCA	Fiberhome Telecommunicat
98EE8C	zte
98EE94	Xiaomi
98EECB	Wistron Infocomm (Zhongs
98EF9B	Ohsung
98F04C	Cisco
98F058	Lynxspring Incl
98F07B	Texas Instruments
98F083	Huawei
98F0AB	Apple
98F112	Hikvision Digital
98F170	Murata
98F181	New H3C
98F199	NEC Platforms
98F1AE	Senaisc
98F217	Castlenet
98F2B3	Hewlett Packard Enterpri
98F364	Yantai Dongfang Wisdom E
98F3F6	Huawei
98F428	zte
98F487	Texas Instruments
98F4AB	Espressif
98F537	zte
98F5A9	Ohsung
98F621	Xiaomi
98F67A	Chipsea Technologies (Sh
98F781	Commscope
98F7D7	Commscope
98F8C1	IDT
98F8DB	Marini Impianti Industri
98F9C70	Huntkey Electric
98F9C71	HighSecLabs
98F9C72	Pozyx
98F9C73	Horizon Information
98F9C74	Promess
98F9C75	Tonycore
98F9C76	GoodBox
98F9C77	ARIMA
98F9C78	Renalsense
98F9C79	Koala
98F9C7A	MSB Elektronik und Gerät
98F9C7B	HIROIA Communications Pt
98F9C7C	Chuangwei Electronic App
98F9C7D	soar security technologi
98F9C7E	NC-LINK
98F9CC	Dahua
98FA2E	Sony Interactive Enterta
98FA9B	LCFC(Hefei)
98FAA7	Innonet
98FAE3	Xiaomi
98FB12	Grand Electronics (HK)
98FB27	Samsung
98FBF5	Atraltech
98FC11	Cisco-Linksys
98FC840	Leia
98FC841	go-e
98FC842	Juketek
98FC843	ZeXin (Shanghai) Informa
98FC844	Sferrum
98FC845	Zymbit
98FC846	Zerone
98FC847	Broadtech
98FC848	DE at science and
98FC849	Fath Mechatronics
98FC84A	Shield
98FC84B	chiconypower
98FC84C	Incar
98FC84D	Jazwares
98FC84E	Kingtron
98FD74	Act.Co.Ltd
98FDB4	Primax
98FE03	Ericsson - North
98FE3E	Intel
98FE54	Raspberry Pi
98FE94	Apple
98FEE1	Apple
98FF6A	OTEC(Shanghai)Technology
98FFD0	Lenovo Mobile Communicat
9A1B22	InfoCore
9A564B	Cubix
9A5CC3	NuCOMM
9AADCA	Credo
9AB2F8	SFF Committee
9AD263	FirmTek
9C00D3	IK WORLD
9C0111	Newabel
9C0213	NXP Semiconductors Germa
9C0298	Samsung
9C0351	Huawei
